AERO 2 Sp. z o.o.;LTE1800/10/0018/1/10;P;2020-08-31;"19E20'07""";"51N39'51""";Pabianice;Łaska 5/3;11306;1008021
AERO 2 Sp. z o.o.;LTE1800/10/0019/1/10;P;2020-08-31;"21E00'41""";"52N07'56""";Warszawa;Farbiarska 73, dz. nr 4/3;10052;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0020/1/10;P;2020-08-31;"21E14'47""";"52N15'12""";Wola Grzybowska;Okuniewska dz. nr 1;10062;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0021/1/10;P;2020-08-31;"20E58'03""";"52N02'58""";Gołków;dz. nr  70;10067;1418043
AERO 2 Sp. z o.o.;LTE1800/10/0022/1/10;P;2020-08-31;"20E58'36""";"52N26'36""";Wieliszew;Modlińska 19;10112;1408052
AERO 2 Sp. z o.o.;LTE1800/10/0023/1/10;P;2020-08-31;"21E13'00""";"51N59'16""";Góra Kalwaria;Szpitalna 1;10051;1418013
AERO 2 Sp. z o.o.;LTE1800/10/0024/1/10;P;2020-08-31;"21E15'38""";"52N06'40""";Otwock;Górna 16;10041;1417021
AERO 2 Sp. z o.o.;LTE1800/10/0025/1/10;P;2020-08-31;"20E40'19""";"52N07'00""";Milanówek;Okrzei 3, dz. nr 149;10058;1405011
AERO 2 Sp. z o.o.;LTE1800/10/0026/1/10;P;2020-08-31;"21E25'53""";"51N58'14""";Osieck;;11005;1417062
AERO 2 Sp. z o.o.;LTE1800/10/0027/1/10;P;2020-08-31;"22E52'04""";"51N08'01""";Giełczew;;11601;0617033
AERO 2 Sp. z o.o.;LTE1800/10/0028/1/10;P;2020-08-31;"21E06'46""";"51N24'34""";Radom;Przytycka;11000;1463011
AERO 2 Sp. z o.o.;LTE1800/10/0029/1/10;P;2020-08-31;"19E38'59""";"52N53'29""";Rachocin;;11002;1427052
AERO 2 Sp. z o.o.;LTE1800/10/0030/1/10;P;2020-08-31;"19E26'03""";"51N42'53""";Łódź;Pabianicka 184/186;11322;1061011
AERO 2 Sp. z o.o.;LTE1800/10/0031/1/10;P;2020-08-31;"20E25'13""";"53N05'44""";Szydłówek;;11004;1413082
AERO 2 Sp. z o.o.;LTE1800/10/0032/1/10;P;2020-08-31;"21E13'19""";"52N20'51""";Wołomin;Gdyńska 1/3;10022;1434123
AERO 2 Sp. z o.o.;LTE1800/10/0033/1/10;P;2020-08-31;"23E04'08""";"52N02'03""";Biała Podlaska;Warszawska;11602;0661011
AERO 2 Sp. z o.o.;LTE1800/10/0034/1/10;P;2020-08-31;"21E34'20""";"53N04'53""";Ostrołęka;Kopernika 9;11003;1461011
AERO 2 Sp. z o.o.;LTE1800/10/0035/1/10;P;2020-08-31;"21E05'12""";"52N04'37""";Konstancin Jeziorna;Chopina 13;10015;1418023
AERO 2 Sp. z o.o.;LTE1800/10/0036/1/10;P;2020-08-31;"23E11'36""";"52N46'05""";Bielsk Podlaski;Kopernika 5;11700;2003011
AERO 2 Sp. z o.o.;LTE1800/10/0037/1/10;P;2020-08-31;"21E04'04""";"52N10'33""";Warszawa;Goplańska 25, dz. nr 7;10028;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0038/1/10;P;2020-08-31;"23E25'05""";"51N08'48""";Rudka – Kumowa Dolina;;11603;0603032
AERO 2 Sp. z o.o.;LTE1800/10/0039/1/10;P;2020-08-31;"21E11'16""";"52N11'06""";Warszawa;Patriotów dz nr 24/2;10096;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0040/1/10;P;2020-08-31;"21E20'23""";"52N14'27""";Długa Kościelna;dz. nr 41;10134;1412073
AERO 2 Sp. z o.o.;LTE1800/10/0041/1/10;P;2020-08-31;"19E41'06""";"51N25'16""";Piotrków Trybunalski;Topolowa 1, dz. nr 27;11401;1062011
AERO 2 Sp. z o.o.;LTE1800/10/0042/1/10;P;2020-08-31;"20E26'55""";"52N04'13""";Żyrardów;Jodłowskiego 82;11009;1438011
AERO 2 Sp. z o.o.;LTE1800/10/0043/1/10;P;2020-08-31;"19E22'35""";"51N20'51""";Bełchatów;Przemysłowa 5;11403;1001011
AERO 2 Sp. z o.o.;LTE1800/10/0044/1/10;P;2020-08-31;"23E10'27""";"53N08'03""";Białystok;Słonimska 1;11701;2061011
AERO 2 Sp. z o.o.;LTE1800/10/0045/1/10;P;2020-08-31;"19E25'51""";"51N04'40""";Radomsko;11 Listopada 2;11400;1012011
AERO 2 Sp. z o.o.;LTE1800/10/0046/1/10;P;2020-08-31;"21E57'59""";"51N37'25""";Ryki;Janiszewska 80;11600;0616043
AERO 2 Sp. z o.o.;LTE1800/10/0047/1/10;P;2020-08-31;"21E00'17""";"52N19'58""";Warszawa;Ciupagi 1, dz. nr 29/1;10196;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0048/1/10;P;2020-08-31;"19E29'04""";"51N46'49""";Łódź;Matejki 9;11330;1061011
AERO 2 Sp. z o.o.;LTE1800/10/0049/1/10;P;2020-08-31;"19E24'20""";"51N46'25""";Łódź;Srebrzyńska 42;11308;1061011
AERO 2 Sp. z o.o.;LTE1800/10/0050/1/10;P;2020-08-31;"20E10'21""";"51N58'52""";Skierniewice;Przemysłowa 2;11405;1063011
AERO 2 Sp. z o.o.;LTE1800/10/0051/1/10;P;2020-08-31;"18E10'02""";"51N42'05""";Chełmce;Chełmce 110, 110;33250;3007082
AERO 2 Sp. z o.o.;LTE1800/10/0052/1/10;P;2020-08-31;"17E34'06""";"52N04'15""";Żerków;Cmentarna 8;33251;3006043
AERO 2 Sp. z o.o.;LTE1800/10/0053/1/10;P;2020-08-31;"15E38'12""";"54N08'55""";Stramnica;dz. nr 72/4;33701;3208042
AERO 2 Sp. z o.o.;LTE1800/10/0054/1/10;P;2020-08-31;"16E42'06""";"53N42'29""";Szczecinek;Winniczna, dz. nr 520;33702;3215011
AERO 2 Sp. z o.o.;LTE1800/10/0055/1/10;P;2020-08-31;"16E03'51""";"53N43'08""";Toporzyk;dz. nr 49;33703;3216033
AERO 2 Sp. z o.o.;LTE1800/10/0056/1/10;P;2020-08-31;"16E13'35""";"54N12'14""";Koszalin;Góra Chełmska dz. nr 48/1;33705;3261011
AERO 2 Sp. z o.o.;LTE1800/10/0057/1/10;P;2020-08-31;"16E07'24""";"51N39'45""";Głogów;Końcowa 10;33501;0203011
AERO 2 Sp. z o.o.;LTE1800/10/0058/1/10;P;2020-08-31;"16E10'58""";"51N22'32""";Lubin;Przemysłowa 2;33502;0211011
AERO 2 Sp. z o.o.;LTE1800/10/0059/1/10;P;2020-08-31;"16E35'34""";"52N54'07""";Czarnków;Chodzieska 11;33201;3002022
AERO 2 Sp. z o.o.;LTE1800/10/0060/1/10;P;2020-08-31;"16E52'26""";"52N24'18""";Poznań;Poranek 4;33002;3064011
AERO 2 Sp. z o.o.;LTE1800/10/0061/1/10;P;2020-08-31;"16E54'19""";"52N27'33""";Poznań;Szymanowskiego 17;33003;3064011
AERO 2 Sp. z o.o.;LTE1800/10/0062/1/10;P;2020-08-31;"16E57'16""";"52N26'02""";Poznań;Wilczak 45/47;33004;3064011
AERO 2 Sp. z o.o.;LTE1800/10/0063/1/10;P;2020-08-31;"16E53'31""";"52N20'14""";Luboń;Armii Poznań 52;33008;3021011
AERO 2 Sp. z o.o.;LTE1800/10/0064/1/10;P;2020-08-31;"17E36'49""";"52N33'20""";Gniezno;Spichrzowa 18;33041;3003011
AERO 2 Sp. z o.o.;LTE1800/10/0065/1/10;P;2020-08-31;"16E57'09""";"52N23'00""";Poznań;Os. Bohaterów II Wojny  Światowej 31/37;33068;3064011
AERO 2 Sp. z o.o.;LTE1800/10/0066/1/10;P;2020-08-31;"16E59'02""";"52N07'02""";Góra;Góra 42;33111;3026043
AERO 2 Sp. z o.o.;LTE1800/10/0067/1/10;P;2020-08-31;"14E32'38""";"53N28'30""";Szczecin;Poznańska 3D;33600;3262011
AERO 2 Sp. z o.o.;LTE1800/10/0068/1/10;P;2020-08-31;"14E40'30""";"53N20'01""";Kołowo;dz. nr 10;33601;3206072
AERO 2 Sp. z o.o.;LTE1800/10/0069/1/10;P;2020-08-31;"15E11'25""";"53N54'13""";Gryfice;Trzygłowska 11A;33603;3205023
AERO 2 Sp. z o.o.;LTE1800/10/0070/1/10;P;2020-08-31;"16E48'06""";"50N15'19""";Czarna Góra;dz. nr 210/114;33550;0208063
AERO 2 Sp. z o.o.;LTE1800/10/0072/1/10;P;2020-08-31;"16E28'27""";"50N51'49""";Świdnica;Pogodna 1;33552;0219011
AERO 2 Sp. z o.o.;LTE1800/10/0073/1/10;P;2020-08-31;"17E02'06""";"51N18'11""";Trzebnica;Obornicka 22;33301;0220033
AERO 2 Sp. z o.o.;LTE1800/10/0074/1/10;P;2020-08-31;"18E51'26""";"50N39'14""";Koszęcin;Boronowska 100;22235;2407062
AERO 2 Sp. z o.o.;LTE1800/10/0075/1/10;P;2020-08-31;"18E51'50""";"50N50'55""";Klepaczka;dz. nr 459;22236;2406092
AERO 2 Sp. z o.o.;LTE1800/10/0076/1/10;P;2020-08-31;"19E08'44""";"50N46'23""";Częstochowa;Palmowa 25a;22237;2464011
AERO 2 Sp. z o.o.;LTE1800/10/0077/1/10;P;2020-08-31;"19E06'51""";"50N16'42""";Sosnowiec;Składowa 5;22005;2475011
AERO 2 Sp. z o.o.;LTE1800/10/0078/1/10;P;2020-08-31;"18E57'19""";"50N16'02""";Chorzów;Maronia Józefa 44;22007;2463011
AERO 2 Sp. z o.o.;LTE1800/10/0079/1/10;P;2020-08-31;"19E04'29""";"50N19'37""";Czeladź;Szpitalna 40;22009;2401021
AERO 2 Sp. z o.o.;LTE1800/10/0080/1/10;P;2020-08-31;"19E05'51""";"50N15'25""";Katowice;Ks. Mjr. Woźniaka Karola 1;22013;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0081/1/10;P;2020-08-31;"18E35'59""";"50N19'02""";Gliwice;Gaudiego Antonio 7;22016;2466011
AERO 2 Sp. z o.o.;LTE1800/10/0082/1/10;P;2020-08-31;"19E12'13""";"50N17'45""";Sosnowiec;Kosynierów 32;22019;2475011
AERO 2 Sp. z o.o.;LTE1800/10/0083/1/10;P;2020-08-31;"19E03'45""";"50N19'07""";Czeladź;Staszica 47;22020;2401021
AERO 2 Sp. z o.o.;LTE1800/10/0084/1/10;P;2020-08-31;"18E53'33""";"50N23'40""";Radzionków;Szymały 77;22022;2413031
AERO 2 Sp. z o.o.;LTE1800/10/0085/1/10;P;2020-08-31;"18E44'38""";"50N18'13""";Zabrze;Wolności 63;22025;2478011
AERO 2 Sp. z o.o.;LTE1800/10/0086/1/10;P;2020-08-31;"18E50'29""";"50N18'03""";Zabrze;Ks. dr. Korczoka Antoniego 98;22026;2478011
AERO 2 Sp. z o.o.;LTE1800/10/0087/1/10;P;2020-08-31;"18E41'22""";"50N19'04""";Gliwice;Obrońców Pokoju 4;22027;2466011
AERO 2 Sp. z o.o.;LTE1800/10/0088/1/10;P;2020-08-31;"19E00'42""";"50N16'05""";Katowice;Chorzowska 73a;22028;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0089/1/10;P;2020-08-31;"19E05'20""";"50N20'43""";Będzin;Nowotki Marcelego 28;22029;2401011
AERO 2 Sp. z o.o.;LTE1800/10/0090/1/10;P;2020-08-31;"19E01'17""";"50N15'35""";Katowice;Rynek 12;22030;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0091/1/10;P;2020-08-31;"18E53'34""";"50N21'02""";Bytom;Wrocławska 94;22031;2462011
AERO 2 Sp. z o.o.;LTE1800/10/0092/1/10;P;2020-08-31;"19E07'36""";"50N17'16""";Sosnowiec;Reymonta Władysława 36;22034;2475011
AERO 2 Sp. z o.o.;LTE1800/10/0093/1/10;P;2020-08-31;"18E50'40""";"50N20'58""";Bytom;Energetyki 11;22039;2462011
AERO 2 Sp. z o.o.;LTE1800/10/0094/1/10;P;2020-08-31;"18E12'11""";"50N06'02""";Racibórz;Gamowska 3;22044;2411011
AERO 2 Sp. z o.o.;LTE1800/10/0095/1/10;P;2020-08-31;"18E47'33""";"50N21'51""";Zabrze;Budowlana 26;22045;2478011
AERO 2 Sp. z o.o.;LTE1800/10/0096/1/10;P;2020-08-31;"19E25'41""";"50N28'45""";Zawiercie;Dmowskiego 8;22046;2416021
AERO 2 Sp. z o.o.;LTE1800/10/0097/1/10;P;2020-08-31;"19E00'24""";"50N06'03""";Tychy;Fabryczna 2;22047;2477011
AERO 2 Sp. z o.o.;LTE1800/10/0098/1/10;P;2020-08-31;"18E55'36""";"50N19'27""";Bytom;Świętochłowicka 5;22049;2462011
AERO 2 Sp. z o.o.;LTE1800/10/0099/1/10;P;2020-08-31;"19E08'09""";"50N14'17""";Mysłowice;Mikołowska 5;22052;2470011
AERO 2 Sp. z o.o.;LTE1800/10/0100/1/10;P;2020-08-31;"18E36'47""";"49N56'58""";Jastrzębie Zdrój;Harcerska 14b;22055;2467011
AERO 2 Sp. z o.o.;LTE1800/10/0101/1/10;P;2020-08-31;"19E02'10""";"50N16'12""";Katowice;Wajdy 4;22059;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0102/1/10;P;2020-08-31;"19E03'14""";"50N16'24""";Katowice;Wiertnicza 14/16;22060;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0103/1/10;P;2020-08-31;"18E47'47""";"50N17'57""";Zabrze;Wolności 345A;22063;2478011
AERO 2 Sp. z o.o.;LTE1800/10/0104/1/10;P;2020-08-31;"19E06'55""";"50N19'15""";Będzin;9 Maja 7a;22065;2401011
AERO 2 Sp. z o.o.;LTE1800/10/0105/1/10;P;2020-08-31;"18E58'36""";"50N15'48""";Katowice;Kossutha Stanisława 11;22067;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0106/1/10;P;2020-08-31;"18E41'55""";"50N16'21""";Gliwice;Pszczyńska 206;22069;2466011
AERO 2 Sp. z o.o.;LTE1800/10/0107/1/10;P;2020-08-31;"18E54'31""";"50N16'13""";Ruda Śląska;Ks. Tunkla Ludwika 112;22075;2472011
AERO 2 Sp. z o.o.;LTE1800/10/0108/1/10;P;2020-08-31;"18E50'40""";"50N27'03""";Tarnowskie Góry;Opolska 51;22086;2413041
AERO 2 Sp. z o.o.;LTE1800/10/0109/1/10;P;2020-08-31;"18E58'32""";"50N13'50""";Katowice;Kredytowa 17;22090;2469011
AERO 2 Sp. z o.o.;LTE1800/10/0110/1/10;P;2020-08-31;"18E57'04""";"50N18'20""";Chorzów;Katowicka 104;22104;2463011
AERO 2 Sp. z o.o.;LTE1800/10/0111/1/10;P;2020-08-31;"18E54'18""";"50N15'18""";Ruda Śląska;Oddziałów Młodzieży Powstańczej 14;22105;2472011
AERO 2 Sp. z o.o.;LTE1800/10/0112/1/10;P;2020-08-31;"18E51'22""";"50N19'10""";Ruda Śląska;Piatowska 16;22113;2472011
AERO 2 Sp. z o.o.;LTE1800/10/0113/1/10;P;2020-08-31;"19E07'34""";"50N16'32""";Sosnowiec;Warszawska 13;22120;2475011
AERO 2 Sp. z o.o.;LTE1800/10/0114/1/10;P;2020-08-31;"19E10'36""";"50N17'34""";Sosnowiec;Bohaterów Monte Cassino 30;22146;2475011
AERO 2 Sp. z o.o.;LTE1800/10/0115/1/10;P;2020-08-31;"18E39'28""";"50N18'35""";Gliwice;Urbana 17;22148;2466011
AERO 2 Sp. z o.o.;LTE1800/10/0116/1/10;P;2020-08-31;"18E36'59""";"50N03'32""";Rybnik;Kłokocińska 51;22174;2473011
AERO 2 Sp. z o.o.;LTE1800/10/0117/1/10;P;2020-08-31;"18E41'40""";"50N17'52""";Gliwice;Chorzowska 3;22178;2466011
AERO 2 Sp. z o.o.;LTE1800/10/0118/1/10;P;2020-08-31;"18E31'25""";"50N08'05""";Rybnik;Podmiejska 1;22242;2473011
AERO 2 Sp. z o.o.;LTE1800/10/0119/1/10;P;2020-08-31;"19E07'00""";"50N11'17""";Mysłowice;Orła Białego 34;22243;2470011
AERO 2 Sp. z o.o.;LTE1800/10/0120/1/10;P;2020-08-31;"19E00'22""";"50N17'44""";Siemianowice Śląskie;Wróblewskiego 75;22244;2474011
AERO 2 Sp. z o.o.;LTE1800/10/0121/1/10;P;2020-08-31;"19E57'55""";"50N02'57""";Kraków;Zabłocie 39;22301;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0122/1/10;P;2020-08-31;"19E54'06""";"50N03'01""";Kraków;Malczewskiego Jacka 45;22302;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0123/1/10;P;2020-08-31;"19E56'47""";"50N02'21""";Kraków;Krzemionki 29;22303;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0124/1/10;P;2020-08-31;"19E52'57""";"50N06'17""";Kraków;Ojcowska 166;22304;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0125/1/10;P;2020-08-31;"19E56'35""";"50N04'16""";Kraków;Warszawska 24;22305;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0126/1/10;P;2020-08-31;"20E01'10""";"50N04'27""";Kraków;Kolorowe 26;22307;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0127/1/10;P;2020-08-31;"19E59'38""";"50N00'43""";Kraków;Medyczna 9;22311;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0128/1/10;P;2020-08-31;"19E53'44""";"50N05'14""";Kraków;Conrada 63;22313;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0129/1/10;P;2020-08-31;"19E59'52""";"50N02'09""";Kraków;Grochowa 19;22318;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0130/1/10;P;2020-08-31;"20E00'42""";"50N03'54""";Kraków;Centralna 51a;22353;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0131/1/10;P;2020-08-31;"19E47'45""";"49N58'08""";Skawina;Piłsudskiego 53;22357;1206113
AERO 2 Sp. z o.o.;LTE1800/10/0132/1/10;P;2020-08-31;"19E59'27""";"50N00'08""";Kraków;Hallera Jana 8;22373;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0133/1/10;P;2020-08-31;"20E04'57""";"49N57'24""";Mietniów;Mietniów 70;22400;1219053
AERO 2 Sp. z o.o.;LTE1800/10/0134/1/10;P;2020-08-31;"21E48'46""";"49N45'22""";Czarnorzeki;Czarnorzeki 90;22502;1807052
AERO 2 Sp. z o.o.;LTE1800/10/0135/1/10;P;2020-08-31;"21E28'05""";"49N44'36""";Jasło;3-go Maja 4;22503;1805011
AERO 2 Sp. z o.o.;LTE1800/10/0136/2/12;zmP;2022-08-31;"21E01'08""";"52N13'40""";Warszawa;Krucza 28;P10018;1465011
AERO 2 Sp. z o.o.;LTE1800/10/0137/1/10;P;2020-08-31;"19E59'34""";"49N39'12""";Rabka-Zdrój;Góra Luboń W.;22402;1211123
AERO 2 Sp. z o.o.;LTE1800/10/0138/1/10;P;2020-08-31;"19E56'11""";"49N18'29""";Zakopane;Gubałówka 223;22403;1217011
AERO 2 Sp. z o.o.;LTE1800/10/0139/1/10;P;2020-08-31;"20E43'58""";"49N26'07""";Piwniczna;Góra Kicarz;22407;1210133
AERO 2 Sp. z o.o.;LTE1800/10/0140/1/10;P;2020-08-31;"21E11'00""";"49N40'40""";Gorlice;Chopina 33;22408;1205011
AERO 2 Sp. z o.o.;LTE1800/10/0141/1/10;P;2020-08-31;"17E27'16""";"50N51'59""";Brzeg;Wrocławska 25a;22600;1601011
AERO 2 Sp. z o.o.;LTE1800/10/0142/1/10;P;2020-08-31;"17E49'42""";"50N11'55""";Głubczyce;Fabryczna 3;22601;1602033
AERO 2 Sp. z o.o.;LTE1800/10/0143/1/10;P;2020-08-31;"18E08'39""";"50N20'10""";Kędzierzyn Koźle;Piramowicza 22;22602;1603011
AERO 2 Sp. z o.o.;LTE1800/10/0144/1/10;P;2020-08-31;"17E57'57""";"50N28'41""";Krapkowice;Opolska;22603;1605023
AERO 2 Sp. z o.o.;LTE1800/10/0145/1/10;P;2020-08-31;"17E37'17""";"50N38'28""";Niemodlin;Drzymały 4;22604;1609073
AERO 2 Sp. z o.o.;LTE1800/10/0146/1/10;P;2020-08-31;"17E19'42""";"50N28'28""";Nysa;Chopina 2;22605;1607053
AERO 2 Sp. z o.o.;LTE1800/10/0147/1/10;P;2020-08-31;"17E55'27""";"50N39'45""";Opole;Korfantego 1;22606;1661011
AERO 2 Sp. z o.o.;LTE1800/10/0148/1/10;P;2020-08-31;"22E45'57""";"49N46'25""";Przemyśl;Przemysława 33;22501;1862011
AERO 2 Sp. z o.o.;LTE1800/10/0149/1/10;P;2020-08-31;"22E29'03""";"49N54'04""";Pruchnik;Góra Zadach;22505;1804072
AERO 2 Sp. z o.o.;LTE1800/10/0150/1/10;P;2020-08-31;"21E59'09""";"50N03'01""";Rzeszów;Broniewskiego 1;22500;1863011
AERO 2 Sp. z o.o.;LTE1800/10/0151/1/10;P;2020-08-31;"21E47'20""";"49N53'14""";Strzyżów;Działy;22507;1819043
AERO 2 Sp. z o.o.;LTE1800/10/0152/1/10;P;2020-08-31;"21E00'51""";"49N59'04""";Zawada;;22410;1216092
AERO 2 Sp. z o.o.;LTE1800/10/0153/1/10;P;2020-08-31;"19E48'15""";"50N01'09""";Kraków;Benedyktyńska 37;22369;1261011
AERO 2 Sp. z o.o.;LTE1800/10/0154/1/10;P;2020-08-31;"19E34'45""";"50N16'16""";Olkusz;Tysiąclecia 15d;22479;1212053
AERO 2 Sp. z o.o.;LTE1800/10/0155/1/10;P;2020-08-31;"18E01'44""";"53N07'58""";Bydgoszcz;Chodkiewicza 61;44300;0461011
AERO 2 Sp. z o.o.;LTE1800/10/0156/1/10;P;2020-08-31;"19E25'32""";"54N10'45""";Elbląg;Królewiecka 195;44501;2861011
AERO 2 Sp. z o.o.;LTE1800/10/0157/1/10;P;2020-08-31;"18E29'21""";"54N32'23""";Gdynia;Hutnicza 5;44001;2262011
AERO 2 Sp. z o.o.;LTE1800/10/0158/1/10;P;2020-08-31;"18E31'58""";"54N30'59""";Gdynia;Śląska 23-25;44002;2262011
AERO 2 Sp. z o.o.;LTE1800/10/0159/1/10;P;2020-08-31;"18E32'57""";"54N30'02""";Gdynia;Tetmajera 65;44003;2262011
AERO 2 Sp. z o.o.;LTE1800/10/0160/1/10;P;2020-08-31;"18E30'33""";"54N29'55""";Gdynia;Rolnicza 16;44006;2262011
AERO 2 Sp. z o.o.;LTE1800/10/0161/1/10;P;2020-08-31;"18E35'08""";"54N22'49""";Gdańsk;Słowackiego 29;44011;2261011
AERO 2 Sp. z o.o.;LTE1800/10/0162/1/10;P;2020-08-31;"18E32'05""";"54N32'42""";Gdynia;Bosmańska 51;44017;2262011
AERO 2 Sp. z o.o.;LTE1800/10/0163/1/10;P;2020-08-31;"18E21'54""";"54N36'03""";Reda;Obwodowa 20;44020;2215011
AERO 2 Sp. z o.o.;LTE1800/10/0164/1/10;P;2020-08-31;"18E37'28""";"54N23'16""";Gdańsk;Baczyńskiego 2;44024;2261011
AERO 2 Sp. z o.o.;LTE1800/10/0165/1/10;P;2020-08-31;"18E34'43""";"54N23'49""";Gdańsk;Grunwaldzka 343;44029;2261011
AERO 2 Sp. z o.o.;LTE1800/10/0166/1/10;P;2020-08-31;"18E39'01""";"54N21'22""";Gdańsk;Heweliusza 11;44200;2261011
AERO 2 Sp. z o.o.;LTE1800/10/0167/1/10;P;2020-08-31;"18E26'09""";"54N27'10""";Chwaszczyno;Rewerenda 6;44201;2205083
AERO 2 Sp. z o.o.;LTE1800/10/0168/1/10;P;2020-08-31;"18E32'32""";"54N02'48""";Trzcińsk;dz. nr  95/2;44203;2213122
AERO 2 Sp. z o.o.;LTE1800/10/0169/1/10;P;2020-08-31;"20E31'06""";"53N45'11""";Olsztyn;Masztowa 1;44500;2862011
AERO 2 Sp. z o.o.;LTE1800/10/0170/1/10;P;2020-08-31;"21E17'54""";"53N52'00""";Mrągowo;Spacerowa 2;44502;2810032
AERO 2 Sp. z o.o.;LTE1800/10/0171/1/10;P;2020-08-31;"17E00'29""";"54N28'09""";Słupsk;Banacha 6;44204;2263011
AERO 2 Sp. z o.o.;LTE1800/10/0172/1/10;P;2020-08-31;"16E58'39""";"54N01'14""";Miastko;dz. nr 35/2;44205;2201063
AERO 2 Sp. z o.o.;LTE1800/10/0173/1/10;P;2020-08-31;"21E46'34""";"54N02'35""";Giżycko;1 Maja 28;44503;2806011
AERO 2 Sp. z o.o.;LTE1800/10/0174/1/10;P;2020-08-31;"18E35'29""";"53N00'38""";Toruń;Moniuszki 11/13;44301;0463011
AERO 2 Sp. z o.o.;LTE1800/10/0175/1/10;P;2020-08-31;"18E28'28""";"54N21'48""";Gdańsk;Budowlanych 31;44071;2261011
AERO 2 Sp. z o.o.;LTE1800/10/0176/1/10;P;2020-08-31;"20E02'42""";"51N32'52""";Tomaszów Mazowiecki;Spalska 103/105;11402;1016011
AERO 2 Sp. z o.o.;LTE1800/10/0177/1/10;P;2020-08-31;"20E34'48""";"52N52'19""";Ciechanów;Monte Casino;11006;1402011
